model,rmse,mae,mape
Naive,73.36892305262076,53.483543526785716,0.36627336175124153
LinearRegression,74.1650073621846,54.27198861082413,0.3718752528360107
Ridge,74.080662609397,54.36451763595083,0.3725277155476271
"ARIMA(1,1,1)",474.87287979365914,410.70579721905665,2.809637199554388
