Date,beta.lag1,beta.lag2,beta.lag3,beta.lag4,beta.lag5
2010-02-16,0.17744043131861809,-0.45109171112497953,0.17730637223904908,-0.44065395463003676,0.2176101122857596
2010-02-17,0.046338755008275445,-0.3938549782974424,0.10733053581585225,-0.3983036796529957,0.12882864270645175
2010-02-18,0.14033949528122722,-0.4362608857074972,0.15794952883793253,-0.4183507006679831,0.1787291001985787
2010-02-19,0.030573824886769865,-0.5902342787772066,0.19050078556332833,-0.4634339422959783,0.18833398600426732
2010-02-22,0.02358492057866932,-0.5861402060972403,0.1922829645172053,-0.46342753133785625,0.18734981194877284
2010-02-23,0.0232079081817371,-0.5633287935520597,0.17897031513537912,-0.47159681075414883,0.18676823987148078
2010-02-24,0.015156697919172636,-0.5670981752675576,0.10530837722727482,-0.43624851852622804,0.2068999458606581
2010-02-25,-0.02748709474065738,-0.5512861137140392,0.08416862100642425,-0.3286957623471744,0.13600760558452
2010-02-26,-0.03921205341194797,-0.5446841148130933,0.07466319444947464,-0.33048233637181124,0.09700826174376814
2010-03-01,-0.037576927848980084,-0.5426751383785396,0.08121496660921568,-0.31134746244824113,0.09761087437873156
2010-03-02,-0.12912983361256336,-0.5485669357683863,0.029019769729744647,-0.3239836760956862,0.007905603872642539
2010-03-03,-0.07460619566310606,-0.555827582828754,0.05139265681471625,-0.32731453743136896,0.019900826147181208
2010-03-04,-0.0878356595518317,-0.63258367096791,0.05378227710357487,-0.3480106113088141,0.024562773909412118
2010-03-05,-0.26909642273063594,-0.5533288031793093,0.4149725089659625,-0.3313915870737266,0.12290258505419654
2010-03-08,-0.5065407530530057,-0.5135088849650771,0.26633845691764635,-0.3927834433525402,0.05719422822016404
2010-03-09,-0.5491646579690757,-0.3888810658727784,0.2296278903985898,-0.3126401964585449,0.08005189047438212
2010-03-10,-0.5872473705014614,-0.3172263709712913,-0.021974236881732306,-0.22274317621754275,-0.09868922758323516
2010-03-11,-0.6202003032612282,-0.33179142462665623,-0.0553301878196573,-0.1524354463025535,-0.14667030130971398
2010-03-12,-0.6134889629676298,-0.33970910397384796,-0.059858218785945744,-0.162393636447363,-0.10990872787494332
2010-03-15,-0.6139279961652438,-0.34831428147721955,-0.04679972967833646,-0.1340667121883164,-0.05278243664519395
2010-03-16,-0.6180670251658311,-0.34897974636943924,-0.045857430826923104,-0.13276661797095965,-0.05228798195399369
2010-03-17,-0.6108686700795658,-0.3591657538695315,-0.0467576344960715,-0.13072912025068922,-0.048873840269671336
2010-03-18,-0.603622341539938,-0.3528921570735083,-0.048572758134156235,-0.13157757561051095,-0.04846329264826691
2010-03-19,-0.6030034406761274,-0.3499299326638545,-0.046346859274859445,-0.13208573836590107,-0.04872308172338141
2010-03-22,-0.6029923275076974,-0.34990983184915214,-0.04627985779430343,-0.13203467519191275,-0.04873289431377735
2010-03-23,-0.602727690153398,-0.35061976197487693,-0.04778560039788059,-0.1363951950716824,-0.052583781046009845
2010-03-24,-0.6039998466809896,-0.3513852044692511,-0.04769224801583387,-0.1362016193849174,-0.05142322996241394
2010-03-25,-0.6047642955056988,-0.3503837192626659,-0.04714559302096653,-0.13592064871150666,-0.051056155714355185
2010-03-26,-0.6057650474379676,-0.3493519137463349,-0.04861346369479478,-0.13657041186044652,-0.051237257598280087
2010-03-29,-0.6019467084476143,-0.3501978729452102,-0.04641634802875077,-0.1391560556603759,-0.05222780129100962
2010-03-30,-0.5957870459192984,-0.345410589155712,-0.045466233089664555,-0.13794389337180665,-0.0534118559149739
2010-03-31,-0.5969881783420748,-0.3490469936412114,-0.04789258261598476,-0.13869269836418405,-0.05441931684315433
2010-04-01,-0.6023642501764765,-0.3471897240264483,-0.03959743800342123,-0.1331207019446107,-0.0540336895064582
2010-04-02,-0.607674636868205,-0.3466505750292366,-0.04113763081846057,-0.13570364225778747,-0.05627661073844089
2010-04-05,-0.6136886319000386,-0.34034300397012407,-0.04170194280703283,-0.13440514286317673,-0.054308944254713165
2010-04-06,-0.609681678396175,-0.3431322632096294,-0.03836099213957171,-0.13481234116771065,-0.05394350903459207
2010-04-07,-0.6085098842115998,-0.3407792835578338,-0.03894694338465696,-0.1337246422451573,-0.054259091527126616
2010-04-08,-0.60832337809775,-0.34193911754631373,-0.04064169511289788,-0.13370036581151104,-0.055436847142882696
2010-04-09,-0.6111398916455378,-0.3446171537180333,-0.036302374273733486,-0.12860594195142758,-0.05933843007943898
2010-04-12,-0.6025739157732988,-0.34308275033762115,-0.035583745959146276,-0.12693325735485506,-0.056363896561515955
2010-04-13,-0.6025114971214703,-0.3391170412901008,-0.03464238286947642,-0.12686971279645354,-0.05628451216169893
2010-04-14,-0.6027022574643074,-0.33925086130194115,-0.03622994876686179,-0.1273416741582981,-0.05631622436694291
2010-04-15,-0.603190435982333,-0.33898167324536654,-0.03565440089760178,-0.12433469591023277,-0.05522699866199095
2010-04-16,-0.6030491142091486,-0.3389971062756324,-0.03559829864634917,-0.12428132142708663,-0.05495605371098446
2010-04-19,-0.6028518807783134,-0.33960973215633694,-0.035559193672724636,-0.12412132156848159,-0.05447009301319168
2010-04-20,-0.6022566690326423,-0.339327546130801,-0.035827735004355786,-0.12423143179981269,-0.05454207510594457
2010-04-21,-0.6019768296033099,-0.3386641326258357,-0.03556735285904486,-0.12436162591091406,-0.05458911521009351
2010-04-22,-0.5980755958036797,-0.33490224704374616,-0.030401603860819387,-0.12241488383232595,-0.05544045875032769
2010-04-23,-0.6239829963703282,-0.34346274091619405,-0.03547985814144723,-0.1243726250292813,-0.057251794537223566
2010-04-26,-0.5870909142965414,-0.3731487278716962,-0.044211238649839335,-0.13097593796270418,-0.058254355388900655
2010-04-27,-0.613944066778308,-0.4160991334058068,-0.030765194198984287,-0.12365823699633123,-0.05310935480113607
2010-04-28,-0.6149419766024095,-0.41578404275189423,-0.03030431830243925,-0.12373961209869042,-0.05320232116797018
2010-04-29,-0.6106832255492859,-0.42627431441423796,-0.027856664867159996,-0.12042803377004885,-0.05362785974777615
2010-04-30,-0.6079298677668284,-0.42023489873404823,-0.03564580486413095,-0.11855912635665204,-0.04925198087264901
2010-05-03,-0.6076088910371074,-0.4216409069581925,-0.03748931840057188,-0.11614504636465062,-0.04910278403925892
2010-05-04,-0.6077198191098893,-0.4192846647675756,-0.041413383676486455,-0.12000545062391482,-0.03844814986302744
2010-05-05,-0.585680711606759,-0.4137685775367234,-0.03672193003453343,-0.1282029225400376,-0.05007654161294531
2010-05-06,-0.5095135610708253,-0.32849760507394643,-0.006789180535494203,-0.11165119106822073,-0.05309056404474608
2010-05-07,-0.4690458567132084,-0.3050779311449345,0.011370730775643316,-0.10724943992133597,-0.04897856652578618
2010-05-10,-0.47007319572865797,-0.29587592228497495,0.0161396593326965,-0.10423141931374443,-0.048463496940134944
2010-05-11,-0.4680514636434548,-0.2926793657642212,-0.007790346893668365,-0.11784478112781897,-0.057854913796077066
2010-05-12,-0.4681072708299727,-0.292719424752901,-0.007796797558106193,-0.11770311645134171,-0.057770945109565576
2010-05-13,-0.4640649178245335,-0.2790862920460898,-0.0015902835037872702,-0.11670075320263665,-0.07955604260058291
2010-05-14,-0.4444027252591681,-0.2727169176704793,0.006085353876359221,-0.11166954247868187,-0.07339339957941378
2010-05-17,-0.44079023578376586,-0.25047095240251016,0.013903130165803938,-0.10642343890218085,-0.07101327917336182
2010-05-18,-0.47728920954517756,-0.2725800062482937,-0.05390536192848498,-0.1314399097116004,-0.08751813110714218
2010-05-19,-0.555304627505148,-0.2732597163078912,-0.052002864514595695,-0.11543938279201484,-0.08251939500780774
2010-05-20,-0.5348582916384909,-0.30819677879045,-0.05251570374727436,-0.11455203259014755,-0.0755579107920757
2010-05-21,-0.5460578182759197,-0.3574717248353988,0.00018114587879084626,-0.10521104696927279,-0.06916398214916827
2010-05-24,-0.48645056196175845,-0.35364624870134864,-0.03227386867571278,-0.0728372674562586,-0.0622470749893703
2010-05-25,-0.4702311368864764,-0.31677710230973966,-0.025738195574296033,-0.08043195339754473,-0.047549956607271245
2010-05-26,-0.45744578836198274,-0.28871076179131033,0.018310167900868167,-0.07780707383614267,-0.06917706151112826
2010-05-27,-0.5033935837620722,-0.31093129444438156,-0.013984499229270843,-0.11485940860897069,-0.08335228555086488
2010-05-28,-0.5286543380642397,-0.30007350487328455,-0.00887665002464938,-0.10524117572437822,-0.07253452862428396
2010-05-31,-0.531518253100053,-0.2924884291881155,-0.011601548701861312,-0.10590769075804586,-0.07396581260319357
2010-06-01,-0.5310140385575554,-0.295067311386346,-0.006435721707703557,-0.10683136493623865,-0.07392156308501857
2010-06-02,-0.5259037370026891,-0.2925136458486025,-0.010663733273264864,-0.0995561111899572,-0.07628064058693673
2010-06-03,-0.5239668882511412,-0.2887867877113287,-0.00886935773820487,-0.09981088208550937,-0.071472032081397
2010-06-04,-0.5260345264740353,-0.292845614839137,-0.014818862749462744,-0.0998848234323124,-0.066250027374857
2010-06-07,-0.514107108303663,-0.2920526520412681,-0.017210406698850916,-0.10572694355864662,-0.06908599012978653
2010-06-08,-0.5297186005735347,-0.31042483602933907,-0.019980950311392843,-0.10381375954539152,-0.06415482150138718
2010-06-09,-0.5374426136900483,-0.3080798141232064,-0.017007011075429596,-0.10269218271294031,-0.06407108281942422
2010-06-10,-0.5526820940194389,-0.27960731489196566,-0.024419352214858737,-0.11023773530661521,-0.06861091612493389
2010-06-11,-0.5425560711484627,-0.281298630836223,-0.017970286762811042,-0.11121162352352969,-0.06989608924307149
2010-06-14,-0.5410686429805801,-0.2722585225501557,-0.018143071638279697,-0.10792719100445124,-0.07012929143961233
2010-06-15,-0.5408589332877043,-0.26818269778446324,0.0005358086649566267,-0.10471439191630093,-0.06077363978793868
2010-06-16,-0.5357852148339589,-0.26702793610776326,0.001811800693814977,-0.10256211967745793,-0.06106357747439064
2010-06-17,-0.5367073648570013,-0.25763075831327414,0.0042789879445722274,-0.09995554676844373,-0.05686214428355186
2010-06-18,-0.5281597630835062,-0.2585756464914959,0.020874522139801188,-0.09685069286590162,-0.05537464221437156
2010-06-21,-0.47811432620661587,-0.23373781977066613,0.02569306075786259,-0.08336201367541517,-0.0511114503574854
2010-06-22,-0.45920687747153505,-0.21496177421980958,0.033360337864289484,-0.08181512739752782,-0.04753651564640817
2010-06-23,-0.45859409900871895,-0.19597983578275396,0.048036013289237296,-0.07674677844747006,-0.04755320016098492
2010-06-24,-0.4709915690010996,-0.19943417888015952,0.023020002926980237,-0.09355392449633243,-0.056377212116857096
2010-06-25,-0.4606517747070358,-0.20136817576643287,0.021745953769664254,-0.09851561990466397,-0.06003239816869702
2010-06-28,-0.4600448819898049,-0.19749368307598034,0.021350455592179948,-0.09883657603117874,-0.061149254825900584
2010-06-29,-0.460141485157279,-0.1966735349372825,0.024625519204268476,-0.0985567552125177,-0.060844782279066645
2010-06-30,-0.46179779204280563,-0.19678400951803302,0.02331127030897095,-0.10145545690629684,-0.06114293883935532
2010-07-01,-0.4592604878671899,-0.1976359075037522,0.023082253740814962,-0.10248016760731828,-0.0631455364516475
2010-07-02,-0.4605417056005917,-0.20046228945582936,0.02351561206052199,-0.10253428950195512,-0.06308761338348694
2010-07-05,-0.45533336969419164,-0.20244922952230548,0.019442860110979968,-0.10262809857626944,-0.06322976531435752
2010-07-06,-0.46356085329021973,-0.21049686956242356,0.020683984562342383,-0.09981912469461196,-0.06329005694329085
2010-07-07,-0.46695706840469475,-0.20951018356548715,0.021552489425546113,-0.09988546134967985,-0.06383956844812903
2010-07-08,-0.468609272094836,-0.2065463468742939,0.020972174055097922,-0.10037632178767679,-0.06405780932642913
2010-07-09,-0.46819798590712125,-0.2073267729075654,0.021937876043237606,-0.10048426029901439,-0.06423387597965978
2010-07-12,-0.46987011703995485,-0.20947042604649813,0.023895249742743836,-0.10245226924781882,-0.06415745222197584
2010-07-13,-0.48786421549912795,-0.20712366652314862,0.027880324561419968,-0.10316887063316531,-0.058470318923047715
2010-07-14,-0.48995544676105596,-0.20667945944921137,0.027753656288068706,-0.10315207730397982,-0.05836721473142658
2010-07-15,-0.48733133605531165,-0.21495915488808187,0.02858946674837927,-0.1035648287231872,-0.05844215197255489
2010-07-16,-0.4844929271709785,-0.21112104283181965,0.02223795730577799,-0.10376266822716312,-0.05892071726589187
2010-07-19,-0.48340860262209046,-0.2056855342815653,0.02680702212682007,-0.10871308477511903,-0.058847749791853705
2010-07-20,-0.48996083410042485,-0.2073173626456873,0.024686320136732113,-0.10931070782332063,-0.05648398069559257
2010-07-21,-0.5005719488998507,-0.19571187824214611,0.027345563602380572,-0.10549781739066101,-0.05338564827460644
2010-07-22,-0.5261539438747085,-0.18299732859573722,0.014487099097096263,-0.10825824785605206,-0.05775301705999435
2010-07-23,-0.4954778013836675,-0.19300090721068522,0.019591735231952664,-0.11200748633738226,-0.057448014929673726
2010-07-26,-0.47509183408739797,-0.13855605704851848,0.011906441369614976,-0.10996408483605766,-0.0630895801829205
2010-07-27,-0.4653264031169448,-0.13227715422433797,0.020615524373202368,-0.10969381259851402,-0.06166192115755515
2010-07-28,-0.46746481829175135,-0.17097220905782967,0.0013764375021151735,-0.12639606217194155,-0.06061524234055302
2010-07-29,-0.4760192524608176,-0.1720813644217934,0.004990015138213077,-0.12431190016328776,-0.058544371289438374
2010-07-30,-0.4610320914243097,-0.20935975006477237,0.0014569307002950155,-0.11719696208167286,-0.053154901646984665
2010-08-02,-0.4167555873326555,-0.1731922235269156,-0.042178668514655716,-0.12251967728470778,-0.04434820080948089
2010-08-03,-0.37389447418069355,-0.14512644323315027,-0.027960866516405267,-0.13218242716984407,-0.047393205722127574
2010-08-04,-0.36615498505061106,-0.12662112410508405,-0.01931641560939863,-0.12920483339933966,-0.05010383960699991
2010-08-05,-0.37299848036207706,-0.16250117739290806,-0.07658773142187811,-0.15623200442144347,-0.06863470191101559
2010-08-06,-0.35929021899285046,-0.1616889507584321,-0.07958469504819245,-0.15963521915618156,-0.07026198468527399
2010-08-09,-0.35689257222427434,-0.20546939725161933,-0.08210159703259695,-0.15432733472818455,-0.06200112068570507
2010-08-10,-0.3753493184113224,-0.20752002186309787,-0.05394454529726144,-0.1510997145225751,-0.06385422821937543
2010-08-11,-0.38226436997589025,-0.20292669933513108,-0.05440326478885119,-0.1554409878761662,-0.06554016499441727
2010-08-12,-0.41061821066340964,-0.16300450100067998,-0.07536011304436745,-0.15171809165262357,-0.04457604560380173
2010-08-13,-0.37321043468957993,-0.17168515206123883,-0.06272440138686647,-0.155398155414519,-0.04495713309427947
2010-08-16,-0.3808642471762425,-0.19639076669208497,-0.06041209161724375,-0.15888593692597813,-0.04352604107068022
2010-08-17,-0.3639307201301766,-0.20393613791188941,-0.08233127538593742,-0.160190011430207,-0.0477239427635987
2010-08-18,-0.35314657766588115,-0.1849504584658127,-0.08640787932046368,-0.16923847489529287,-0.04709053047487382
2010-08-19,-0.35257448133022995,-0.18443995525536963,-0.08583046049604065,-0.16933573507705046,-0.047416755800691955
2010-08-20,-0.351920724081179,-0.18886910390572353,-0.08876923026157303,-0.17170961846620134,-0.04781217682451392
2010-08-23,-0.3410285118384187,-0.18446220397845636,-0.101891110726785,-0.17987312945307565,-0.056254387523602865
2010-08-24,-0.38691176976743125,-0.20881714675601745,-0.10967863352107639,-0.17369727226025208,-0.05295009459927696
2010-08-25,-0.4401146049250908,-0.18504984631523652,-0.1011783942433112,-0.17352822316534502,-0.05921550233583793
2010-08-26,-0.4704820690942859,-0.15276464739886209,-0.11492383990158248,-0.17940225562312287,-0.06343040348850731
2010-08-27,-0.5011124731627015,-0.12288965349031605,-0.14233721002452146,-0.1743118343154399,-0.060404195752673515
2010-08-30,-0.4724390177246933,-0.14257887530275015,-0.12601079227787,-0.18149948789702972,-0.056302961948517874
2010-08-31,-0.49095466920196396,-0.17634239241430924,-0.1125816806454886,-0.18705869598493072,-0.049498216025717204
2010-09-01,-0.5138214968504732,-0.16906100002140248,-0.09408845258387954,-0.18969152902369632,-0.044948922525169556
2010-09-02,-0.4985893609513358,-0.18345502878222644,-0.09090935350500953,-0.18355774863019275,-0.04703902144540548
2010-09-03,-0.4985332791851132,-0.18325234194114937,-0.09100542972160734,-0.18352318495912856,-0.04696130887949028
2010-09-06,-0.4967015484011345,-0.18380083322762797,-0.09774052421773186,-0.18135903114298088,-0.046846706234879985
2010-09-07,-0.4986341458022413,-0.18579370511634777,-0.09785623482174316,-0.17926792081837092,-0.04862548511879759
2010-09-08,-0.493896535883887,-0.18684476260827815,-0.0994486558233445,-0.17784161918466726,-0.043436098129013716
2010-09-09,-0.49607291215294286,-0.18818474638116428,-0.09928460317543762,-0.1775872290929062,-0.0433511309203325
2010-09-10,-0.4982514768769072,-0.1848827264282993,-0.09761461722390798,-0.17773497400694074,-0.04381012095376251
2010-09-13,-0.4984632480975189,-0.18477100700207258,-0.09779088838593093,-0.17780891928489195,-0.04382948662830517
2010-09-14,-0.4974905092683386,-0.18695477044779313,-0.09698428918970162,-0.1787685287294602,-0.04447514852034938
2010-09-15,-0.494427673944529,-0.18472625024386854,-0.09862362163909814,-0.17843487314224307,-0.04506825929887676
2010-09-16,-0.4924334453608697,-0.18182867222273635,-0.09716051851478169,-0.17865223169076772,-0.044481371867137603
2010-09-17,-0.4870525433511699,-0.17597494037023217,-0.09175164147386804,-0.17687687800532814,-0.04530406082298457
2010-09-20,-0.4905888862779136,-0.1777793262232683,-0.09272300103930328,-0.17759614868743592,-0.04590983608329049
2010-09-21,-0.4868899847739156,-0.1825338352184248,-0.09473306249359643,-0.1784388217728207,-0.046473991068952725
2010-09-22,-0.4985611370362563,-0.20447732400922955,-0.08051721462867245,-0.17361057322734716,-0.04427273653586199
2010-09-23,-0.48997986672092625,-0.20398463308354206,-0.0818190839988394,-0.17271030419538685,-0.04342951716506497
2010-09-24,-0.4835700753924484,-0.2351475847663612,-0.08388784278150213,-0.17124535686647666,-0.045215042691169605
2010-09-27,-0.5093731658396888,-0.25218217027599754,-0.05708394975300171,-0.17013852266771634,-0.04925108625431017
2010-09-28,-0.5410650713657333,-0.24313020287781772,-0.05179323405142433,-0.17787060140574712,-0.05242936772374756
2010-09-29,-0.5310686912856896,-0.2515642460848819,-0.04942668362569412,-0.17748616289921484,-0.05404852573125367
2010-09-30,-0.5309664422757544,-0.249967968109343,-0.05015836563114631,-0.17730766160137237,-0.053877431365024195
2010-10-01,-0.5287589173855032,-0.24939896275652482,-0.05822455708097838,-0.17555908779161492,-0.05445878233182196
2010-10-04,-0.5284814422184791,-0.24872674345987797,-0.0579719096458404,-0.1761450409014861,-0.054030974495357015
2010-10-05,-0.5289865153570666,-0.24896495115244513,-0.058483213600932296,-0.17600878903697648,-0.0531028317354245
2010-10-06,-0.534869115786493,-0.24083997642936952,-0.05597625120141359,-0.17091638815171792,-0.04955954583653511
2010-10-07,-0.5272275723044443,-0.23964077138730416,-0.054862560993816346,-0.17067118510381557,-0.048886725380692685
2010-10-08,-0.5233569061905753,-0.2610956694716668,-0.05766262737834968,-0.1721544350198793,-0.04876062732069795
2010-10-11,-0.522736211335562,-0.2606604437747119,-0.058426528408612836,-0.17227084245076185,-0.048819907265705835
2010-10-12,-0.5303141479294025,-0.23769288872261923,-0.045864864170416,-0.18376878489383164,-0.05216877982493744
2010-10-13,-0.5490856331539345,-0.2395724053476008,-0.051447681928234484,-0.18491579689548582,-0.050266634479914835
2010-10-14,-0.5339104642541976,-0.26284694184491597,-0.053296068626930274,-0.18931542430409806,-0.052441250173397416
2010-10-15,-0.531045121098738,-0.2583158080380014,-0.05642625852668914,-0.18970435171042618,-0.052976411611034224
2010-10-18,-0.5267717831377873,-0.2745101524466427,-0.0759770815281616,-0.18355372978180062,-0.0521796108331491
2010-10-19,-0.5205630993529494,-0.27131864743260237,-0.07787080424166232,-0.18523997213926563,-0.05042938738257153
2010-10-20,-0.5194442151417021,-0.2650677950150485,-0.07544484655556909,-0.18666395094089872,-0.05280086956107391
2010-10-21,-0.53643361718774,-0.2770809686926464,-0.10256393524916632,-0.19486018222055945,-0.05201101989518655
2010-10-22,-0.5079001758855456,-0.2740015242320675,-0.10199889487737791,-0.19730526183027922,-0.05241527129108904
2010-10-25,-0.508294572085592,-0.3046068535081746,-0.105246823085248,-0.19750085517114568,-0.05048480604178113
2010-10-26,-0.49230147822645054,-0.30044660738351653,-0.13105033761682475,-0.2006571609923215,-0.05108942067672847
2010-10-27,-0.4956121012626823,-0.3057708563730307,-0.13256198824726978,-0.1980759167252861,-0.05057883588756473
2010-10-28,-0.4969294140427427,-0.3031276393335307,-0.12931379692711653,-0.1978609655331593,-0.05268809998847555
2010-10-29,-0.49569320538688505,-0.3038713296451987,-0.12713376021809455,-0.19587086932530892,-0.05145552778336125
2010-11-01,-0.49656677858715753,-0.3059831853299539,-0.12611019329841872,-0.1981050271203214,-0.05431524709035413
2010-11-02,-0.49742121799744454,-0.306138433378744,-0.1260939925995664,-0.1981692207489929,-0.05428604632826547
2010-11-03,-0.5060071581508023,-0.28714195004546156,-0.12342887242965266,-0.19765362429507505,-0.05281878157825103
2010-11-04,-0.45852437254525774,-0.28777589800189995,-0.10543371937171639,-0.19466413364888774,-0.05069212606890276
2010-11-05,-0.4959577109322646,-0.3342342560939842,-0.10975144343883561,-0.2022147096772555,-0.05452335886925821
2010-11-08,-0.472358794704323,-0.3429691543945343,-0.11922081063206674,-0.2033329340869803,-0.05549764421451683
2010-11-09,-0.4707073762877364,-0.3246770173099744,-0.12237758881705586,-0.20588177122741605,-0.055789487245092736
2010-11-10,-0.4791993110820792,-0.3318420324441813,-0.1700339019219158,-0.20211190162010415,-0.0478953036363068
2010-11-11,-0.45084587557480627,-0.32904009107662796,-0.16863850322823706,-0.20974252717127964,-0.046649862970682264
2010-11-12,-0.4462710012159729,-0.31694469451983376,-0.16718306485762083,-0.20999289163534596,-0.049374600444658905
2010-11-15,-0.4450652238925304,-0.3430581079943328,-0.21267383954403843,-0.21831099163490855,-0.05439395822937343
2010-11-16,-0.38942853323341287,-0.32996504253546133,-0.21678163269800707,-0.22763836206190233,-0.05514997405458244
2010-11-17,-0.4083103722649672,-0.37306728826428076,-0.22689367976555253,-0.2271449716310238,-0.050657739630747815
2010-11-18,-0.4044840491707297,-0.3750130036710271,-0.23022948746020624,-0.22770675481840552,-0.05063323390094298
2010-11-19,-0.40404561671828065,-0.3703573172154126,-0.23160349265579386,-0.22932450556297843,-0.05124124839659619
2010-11-22,-0.39719642828314927,-0.3610436485145214,-0.1925926445961421,-0.23541386786741975,-0.06498573737023525
2010-11-23,-0.46525167430041336,-0.37745866096819414,-0.21302389937873428,-0.25780704828286416,-0.07054625951818502
2010-11-24,-0.4076337599267871,-0.4050135868754717,-0.21235887783673424,-0.26174597276524814,-0.07707144784507951
2010-11-25,-0.3914054334188812,-0.3534425056992672,-0.22259852419502968,-0.2600054218759021,-0.07601952994454722
2010-11-26,-0.38763071041688335,-0.34454546173950346,-0.20329777245653005,-0.2605096160809726,-0.07518932206732191
2010-11-29,-0.3814419449512809,-0.33894926527307884,-0.1869197349428071,-0.24071788362102065,-0.07540766901691975
2010-11-30,-0.36806964626893746,-0.3332804565377306,-0.18163810487305176,-0.23281034958094907,-0.0631848862496314
2010-12-01,-0.3633015338383822,-0.3261172777292807,-0.17918482801961738,-0.23153859345250627,-0.06110154506009828
2010-12-02,-0.36287613566795457,-0.3257531636618104,-0.17874874651600592,-0.23142818770517481,-0.0610404377766945
2010-12-03,-0.3580029456651518,-0.33618026282385965,-0.18600123811040276,-0.23714641694190705,-0.06339658438785674
2010-12-06,-0.39628353511360603,-0.3448226112438001,-0.18584654131701425,-0.23644248932030013,-0.06275625962507454
2010-12-07,-0.39635862375162545,-0.3447494046654299,-0.1858402728982604,-0.23644477189669466,-0.06276129462512328
2010-12-08,-0.39613108332921076,-0.34888215421160945,-0.18299674451090708,-0.23616457446586564,-0.06276274950533955
2010-12-09,-0.3971607764048681,-0.34913296471502536,-0.17935405972445062,-0.23756174162274155,-0.0632584635504698
2010-12-10,-0.39440018023479945,-0.35044328643832223,-0.17934422056446478,-0.23572947792599647,-0.06449691362705155
2010-12-13,-0.3938841978398411,-0.34795574350883346,-0.17959720913788207,-0.23515533436860117,-0.06286198218749084
2010-12-14,-0.39410095715391474,-0.3480020460342754,-0.18018441497237517,-0.2350672257743424,-0.06282689255540043
2010-12-15,-0.3940421869892803,-0.34803612545977775,-0.18018574095377357,-0.2351165214384969,-0.06281148888906159
2010-12-16,-0.3943412516792566,-0.3484182700305431,-0.1800282706088653,-0.23501936424009878,-0.062486737091117725
2010-12-17,-0.4004086220953495,-0.3463011103011214,-0.178361431654348,-0.23519007183565224,-0.06252414585068838
2010-12-20,-0.4345046223435797,-0.34666225532673484,-0.1832157664492587,-0.2370730056880057,-0.06428272202147549
2010-12-21,-0.47395711368513316,-0.3160398540836189,-0.18631949582179266,-0.23602592114306756,-0.06485645258902331
2010-12-22,-0.5083198876901954,-0.28870372549158124,-0.20697116519393838,-0.2371673745757677,-0.06746628534669001
