max_run,mean_run,p95_run,changes,stale_days_pct,feature,train_adf_p,train_kpss_p
3.0,1.0404521118381915,1.0,3361.0,3.8890477552187552,OIL,0.28220248090499966,0.01
3.0,1.041381363501042,1.0,3358.0,3.9748355733485896,GOLD,0.6557900847479493,0.01
3.0,1.036751630112626,1.0,3373.0,3.545896482699462,SP500,0.9232168192139111,0.01
8.0,1.0700520036708474,1.0,3268.0,6.548470117243355,IHSG,0.2966762856258155,0.01
3.0,1.0407616780720024,1.0,3360.0,3.917643694595363,VIX,1.3205677955569497e-09,0.01
262.0,249.85714285714286,261.35,13.0,99.62825278810409,CPI,0.489435968750397,0.01
393.0,87.45,319.4999999999999,39.0,98.88475836431226,BI_rate,0.5564639073891392,0.01
129.0,29.64406779661017,66.0,117.0,96.6542750929368,US_rate,0.9636079540541251,0.01
