,0
p[0->0],0.9004173369374461
p[1->0],0.16242954724718325
const[0],1.1934464147708004
const[1],1.8372786681323061
sigma2[0],1358.2410125093138
sigma2[1],14816.661600264582
ar.L1[0],-0.09956344316771566
ar.L1[1],-0.32446060900840795
