model,k_regimes,order,rmse,mae,mape,aic,bic,fit_seconds,test_regime_prob_mean,test_regime_prob_last,train_regime_prob_last
MarkovAR_2reg_p3,2,3,2865.974283237826,2511.4173112825374,15.300306700845564,39657.19492701547,39731.1005569038,10.078801155090332,"[0.7869651027909319, 0.7824822721199507]","[0.7861581155084836, 0.7861581155084832]","[0.7861581155084836, 0.7861581155084832]"
