Date,actual,predicted
2025-12-18,16657.0,16042.225850064386
2025-12-19,16685.19921875,16043.593181183262
2025-12-22,16678.5,16026.220002074635
2025-12-23,16756.400390625,16029.638125092195
2025-12-24,16735.0,16033.355197938872
2025-12-26,16753.099609375,16028.766590411515
2025-12-29,16741.099609375,16037.803608013503
2025-12-30,16770.0,16039.12961450178
2025-12-31,16709.0,16045.007952702417
2026-01-02,16668.0,16052.93548511989
2026-01-05,16683.0,16054.099035384868
2026-01-06,16727.19921875,16059.643418703057
2026-01-07,16742.0,16055.65961515903
2026-01-08,16753.0,16062.046289454562
2026-01-09,16805.69921875,16066.944829962587
2026-01-12,16826.69921875,16061.59826458511
2026-01-13,16859.400390625,16068.855425916816
2026-01-14,16840.80078125,16081.47974795205
2026-01-15,16845.099609375,16096.194236146608
2026-01-16,16878.900390625,16092.391543776248
2026-01-19,16876.599609375,16092.52596532553
2026-01-20,16939.0,16093.484757608794
2026-01-21,16960.099609375,16120.159574593687
2026-01-22,16897.0,16092.283685710205
2026-01-23,16820.0,16092.990984374463
2026-01-26,16770.0,16093.284231970772
2026-01-27,16734.0,16090.357128904508
2026-01-28,16674.69921875,16088.880293803626
2026-01-29,16722.80078125,16086.488886821682
2026-01-30,16778.30078125,16089.598469496117
2026-02-02,16758.400390625,16091.481352657074
2026-02-03,16758.400390625,16087.187419063048
2026-02-04,16759.0,16108.232850576347
2026-02-05,16800.0,16110.009854307715
2026-02-06,16879.900390625,16125.250050497796
2026-02-09,16843.5,16105.927326739442
2026-02-10,16796.0,16091.340028988358
2026-02-11,16778.0,16102.313469174276
2026-02-12,16793.900390625,16093.505674470267
2026-02-13,16809.0,16114.087737944601
2026-02-16,16826.099609375,16107.899895478593
2026-02-17,16806.599609375,16109.220299004182
2026-02-18,16840.0,16116.403339470357
2026-02-19,16915.30078125,16106.552299974945
2026-02-20,16887.19921875,16112.984764478855
2026-02-23,16843.400390625,16100.239892785929
2026-02-24,16804.30078125,16115.371230145547
2026-02-25,16816.80078125,16109.52299606899
2026-02-26,16749.80078125,16102.8844437469
2026-02-27,16749.0,16115.80720653792
2026-03-02,16795.0,16124.707800729753
2026-03-03,16863.0,16132.262250501444
2026-03-04,16898.099609375,16148.325941024348
2026-03-05,16865.0,16127.076857150434
2026-03-06,16913.099609375,16155.498577916216
2026-03-09,16923.69921875,16159.903500867411
2026-03-10,16886.0,16135.03335280281
2026-03-11,16852.0,16143.356272571484
2026-03-12,16884.0,16137.488597999778
2026-03-13,16908.0,16160.91668137091
2026-03-16,16952.099609375,16159.760508373416
2026-03-17,16953.099609375,16135.888231443154
2026-03-18,16971.30078125,16142.263868760238
2026-03-19,17041.69921875,16150.743760097976
2026-03-20,16915.900390625,16155.485624888186
2026-03-23,16959.30078125,16169.018547954383
2026-03-24,16865.099609375,16159.167511149273
2026-03-25,16797.30078125,16163.30365439051
2026-03-26,16749.599609375,16150.483515081367
2026-03-27,16925.0,16181.26967290076
2026-03-30,16958.0,16191.094540204493
2026-03-31,16975.400390625,16184.654344219687
2026-04-01,16936.400390625,16154.047851877494
2026-04-02,16924.099609375,16153.890561081316
2026-04-03,16959.0,16162.646871900764
2026-04-06,16988.0,16159.396208439732
2026-04-07,17015.30078125,16148.112079917588
2026-04-08,17027.400390625,16164.795784735792
2026-04-09,17005.5,16124.82212732195
2026-04-10,17059.0,16132.501042252581
2026-04-13,17083.0,16132.132227683307
2026-04-14,17079.19921875,16120.769312386226
2026-04-15,17129.0,16118.52669915931
2026-04-16,17146.099609375,16104.982717355126
2026-04-17,17123.0,16107.270226968863
2026-04-20,17133.0,16106.85064095539
2026-04-21,17123.80078125,16116.510791143082
2026-04-22,17133.099609375,16118.871691611354
2026-04-23,17199.5,16108.741226555894
2026-04-24,17329.0,16114.250784640626
2026-04-27,17246.0,16108.282158740503
2026-04-28,17216.0,16105.930104490168
2026-04-29,17244.0,16106.982054850296
2026-04-30,17334.19921875,16111.341265481478
2026-05-01,17311.0,16097.244074985887
2026-05-04,17288.5,16097.400653508459
2026-05-05,17346.19921875,16111.600745414667
2026-05-06,17389.80078125,16102.555254128101
2026-05-07,17296.900390625,16083.936873380553
2026-05-08,17294.900390625,16087.23330799601
2026-05-11,17358.0,16082.578431589509
2026-05-12,17413.0,16099.472874300522
2026-05-13,17549.0,16099.295449757834
2026-05-14,17500.0,16093.367466809144
2026-05-15,17530.599609375,16087.213336408862
2026-05-18,17586.0,16108.267970571314
2026-05-19,17701.0,16104.375824568833
2026-05-20,17777.0,16117.043224534958
2026-05-21,17658.400390625,16105.89201460785
2026-05-22,17692.0,16102.540551087539
2026-05-25,17692.0,16099.57246363081
2026-05-26,17762.0,16101.980174733675
2026-05-27,17699.69921875,16098.396130025923
2026-05-28,17804.0,16094.22678416557
2026-05-29,17840.0,16084.80396681877
