feature,lag,correlation,abs_correlation
OIL,16,-0.010731996199731243,0.010731996199731243
IHSG,10,0.010630806436683163,0.010630806436683163
CPI,46,0.010565866449198656,0.010565866449198656
IHSG,29,-0.010545468262760165,0.010545468262760165
BI_rate,87,-0.010526963290588366,0.010526963290588366
BI_rate,3,-0.010471076140501792,0.010471076140501792
IHSG,72,0.010433235256306544,0.010433235256306544
VIX,65,-0.01040326587202531,0.01040326587202531
VIX,86,0.010393027493090526,0.010393027493090526
BI_rate,82,0.010392792421264025,0.010392792421264025
BI_rate,71,-0.010178001710854501,0.010178001710854501
GOLD,51,0.010169299908765049,0.010169299908765049
SP500,51,0.010153503252599297,0.010153503252599297
OIL,26,0.010123915412379716,0.010123915412379716
VIX,89,0.010118610354831442,0.010118610354831442
CPI,9,-0.010052888889257988,0.010052888889257988
BI_rate,43,0.010015815219232145,0.010015815219232145
CPI,28,0.009979664411453036,0.009979664411453036
SP500,39,-0.009906035655818659,0.009906035655818659
SP500,19,-0.00987512972008839,0.00987512972008839
VIX,3,0.009874361660910573,0.009874361660910573
US_rate,57,0.009867928939452155,0.009867928939452155
GOLD,43,-0.009836157527402984,0.009836157527402984
VIX,43,0.009812695561459714,0.009812695561459714
CPI,27,-0.009785058134295534,0.009785058134295534
OIL,47,0.009766081385504943,0.009766081385504943
CPI,62,-0.009747109751416301,0.009747109751416301
GOLD,65,-0.009623111857715923,0.009623111857715923
SP500,9,-0.009618940549381432,0.009618940549381432
VIX,71,0.00959171502682468,0.00959171502682468
SP500,25,0.009540283687466601,0.009540283687466601
OIL,7,0.009505792953075453,0.009505792953075453
VIX,84,-0.009473405418025176,0.009473405418025176
SP500,43,0.00939171925882973,0.00939171925882973
IHSG,5,-0.009387096117251238,0.009387096117251238
IHSG,82,0.009333434171728012,0.009333434171728012
GOLD,87,-0.009311436832489976,0.009311436832489976
GOLD,60,-0.009188375377244705,0.009188375377244705
IHSG,38,0.009158420399517099,0.009158420399517099
SP500,49,0.009071994262863469,0.009071994262863469
CPI,86,0.009041100322775688,0.009041100322775688
CPI,24,0.009027514010869318,0.009027514010869318
CPI,11,-0.008990369094273051,0.008990369094273051
US_rate,80,-0.008968411301314701,0.008968411301314701
US_rate,40,0.008967240485793112,0.008967240485793112
CPI,16,0.008873675290711243,0.008873675290711243
CPI,33,-0.008861115787644867,0.008861115787644867
IHSG,63,-0.00885896381084453,0.00885896381084453
VIX,54,0.008729568420922542,0.008729568420922542
US_rate,5,0.00868736342730737,0.00868736342730737
CPI,69,0.008675052319733796,0.008675052319733796
OIL,38,0.00850925501117209,0.00850925501117209
CPI,47,-0.008469718181452118,0.008469718181452118
BI_rate,77,0.008454751885450737,0.008454751885450737
CPI,84,0.008426897390157012,0.008426897390157012
CPI,82,-0.00841778229560866,0.00841778229560866
OIL,15,-0.008382371452987961,0.008382371452987961
GOLD,72,-0.00827123543886565,0.00827123543886565
IHSG,44,-0.008200720257081769,0.008200720257081769
CPI,80,-0.008186578240632228,0.008186578240632228
CPI,81,0.008173192560698362,0.008173192560698362
OIL,82,0.008112206575830845,0.008112206575830845
OIL,24,-0.00796292028829564,0.00796292028829564
OIL,27,0.007955034808450046,0.007955034808450046
BI_rate,66,0.007942005140451501,0.007942005140451501
IHSG,25,0.007909288859746929,0.007909288859746929
GOLD,80,0.007898856960076651,0.007898856960076651
OIL,66,0.007866291216184413,0.007866291216184413
GOLD,5,-0.007851476066935016,0.007851476066935016
CPI,38,-0.007834553002009744,0.007834553002009744
CPI,32,0.007756835085651027,0.007756835085651027
GOLD,18,-0.007719521603708257,0.007719521603708257
VIX,40,-0.0077149977140628535,0.0077149977140628535
OIL,46,0.007689751031250506,0.007689751031250506
IHSG,71,0.007684764087981975,0.007684764087981975
GOLD,11,0.007670891968842099,0.007670891968842099
SP500,63,-0.007659356132432249,0.007659356132432249
BI_rate,38,-0.007651022057034873,0.007651022057034873
US_rate,60,0.0075909383316562756,0.0075909383316562756
VIX,45,-0.0075619215619197495,0.0075619215619197495
OIL,71,-0.007480197681060221,0.007480197681060221
US_rate,61,-0.00744184489575378,0.00744184489575378
SP500,56,0.007430722832968764,0.007430722832968764
OIL,48,-0.007402009549269961,0.007402009549269961
GOLD,56,-0.007387236814697177,0.007387236814697177
IHSG,78,-0.00738344974703995,0.00738344974703995
BI_rate,62,0.0073427741389217975,0.0073427741389217975
IHSG,22,-0.007331199904673413,0.007331199904673413
US_rate,84,-0.007290614278229382,0.007290614278229382
VIX,87,-0.007072285029791898,0.007072285029791898
CPI,12,0.006929875931287679,0.006929875931287679
BI_rate,45,0.006850560521637222,0.006850560521637222
OIL,83,0.006821972794870814,0.006821972794870814
CPI,39,0.006760639910161863,0.006760639910161863
BI_rate,19,0.006760167562660458,0.006760167562660458
SP500,20,0.006686358437819979,0.006686358437819979
IHSG,55,0.006668701999270404,0.006668701999270404
BI_rate,40,0.006651800343038884,0.006651800343038884
CPI,31,0.006597188706303433,0.006597188706303433
GOLD,68,0.006543889751115435,0.006543889751115435
IHSG,27,0.0065136128518226396,0.0065136128518226396
US_rate,68,0.00646434487047357,0.00646434487047357
SP500,57,-0.006458434534204049,0.006458434534204049
IHSG,9,0.006436221506026481,0.006436221506026481
CPI,90,0.0064171490505962134,0.0064171490505962134
IHSG,2,0.006346356337092898,0.006346356337092898
IHSG,34,-0.006323051651019981,0.006323051651019981
OIL,75,-0.0061432785395933815,0.0061432785395933815
OIL,42,0.006127676688601068,0.006127676688601068
OIL,33,0.00610229743190477,0.00610229743190477
BI_rate,31,-0.006050958823597149,0.006050958823597149
CPI,73,0.006050474475429931,0.006050474475429931
IHSG,43,0.006018177794770052,0.006018177794770052
BI_rate,4,0.005843407715148173,0.005843407715148173
US_rate,63,-0.005768450309265806,0.005768450309265806
GOLD,78,0.005755136659390364,0.005755136659390364
CPI,78,0.005676939515095726,0.005676939515095726
BI_rate,79,-0.005646741423121168,0.005646741423121168
GOLD,16,-0.005635646201362473,0.005635646201362473
OIL,12,0.00558803965485779,0.00558803965485779
BI_rate,5,-0.005577800269277056,0.005577800269277056
GOLD,57,0.005556372883363573,0.005556372883363573
