feature,lag,correlation,abs_correlation
SP500,80,-0.005536185865789866,0.005536185865789866
US_rate,7,0.005507492740907522,0.005507492740907522
US_rate,86,0.0054803313586258805,0.0054803313586258805
CPI,66,-0.005385847890865657,0.005385847890865657
US_rate,2,0.0053825114782655075,0.0053825114782655075
GOLD,79,-0.005359278314927258,0.005359278314927258
IHSG,39,-0.0053571558296965464,0.0053571558296965464
BI_rate,9,-0.005346245997625952,0.005346245997625952
BI_rate,83,0.005320998726185858,0.005320998726185858
VIX,9,-0.005315564523556637,0.005315564523556637
US_rate,72,0.005249753359933792,0.005249753359933792
BI_rate,75,-0.005241242149049192,0.005241242149049192
CPI,30,-0.005220763293132023,0.005220763293132023
IHSG,48,0.0051693936345929056,0.0051693936345929056
VIX,88,-0.005168568723577875,0.005168568723577875
OIL,63,-0.005166119380790045,0.005166119380790045
CPI,35,0.005142930121673019,0.005142930121673019
CPI,41,0.005119039976830035,0.005119039976830035
US_rate,70,-0.005109351659034074,0.005109351659034074
SP500,69,-0.00505187167309968,0.00505187167309968
BI_rate,22,-0.005048793532570135,0.005048793532570135
BI_rate,44,0.005016312018246061,0.005016312018246061
SP500,50,-0.004990588288217815,0.004990588288217815
SP500,27,0.004944251839672591,0.004944251839672591
SP500,84,-0.004943029911887006,0.004943029911887006
US_rate,66,0.004929730046141826,0.004929730046141826
GOLD,41,0.004923837674937404,0.004923837674937404
CPI,71,0.004858038366485547,0.004858038366485547
CPI,42,-0.0048142930923395525,0.0048142930923395525
US_rate,64,-0.004724859526047567,0.004724859526047567
BI_rate,67,-0.004724593382722558,0.004724593382722558
BI_rate,55,0.004685827179373367,0.004685827179373367
CPI,7,0.004669627574200877,0.004669627574200877
GOLD,36,0.0046327493644798025,0.0046327493644798025
VIX,7,-0.004614696891579932,0.004614696891579932
BI_rate,23,-0.004601177853815492,0.004601177853815492
OIL,58,0.004548068853115989,0.004548068853115989
GOLD,67,-0.004538845858006563,0.004538845858006563
US_rate,18,-0.004477084313801875,0.004477084313801875
BI_rate,58,0.004449897588916339,0.004449897588916339
GOLD,88,0.004432833729558999,0.004432833729558999
OIL,56,0.004431252162607959,0.004431252162607959
OIL,14,-0.004425983692456588,0.004425983692456588
IHSG,70,0.0044246321058568835,0.0044246321058568835
SP500,61,0.004407988995108175,0.004407988995108175
GOLD,76,-0.004406870581799691,0.004406870581799691
OIL,53,-0.004393251815559919,0.004393251815559919
CPI,61,0.004255631856299552,0.004255631856299552
IHSG,42,-0.004250018460772392,0.004250018460772392
US_rate,58,0.00421788583608979,0.00421788583608979
OIL,72,-0.004198275861326596,0.004198275861326596
BI_rate,16,-0.004170471521989835,0.004170471521989835
BI_rate,52,0.004163092280283475,0.004163092280283475
SP500,16,-0.00414189102246933,0.00414189102246933
SP500,85,-0.004073391851996793,0.004073391851996793
SP500,86,0.004052009757364477,0.004052009757364477
CPI,55,-0.004051514738761649,0.004051514738761649
SP500,52,-0.003998006322120583,0.003998006322120583
CPI,68,-0.003996871223613343,0.003996871223613343
GOLD,49,-0.003952880597997949,0.003952880597997949
SP500,45,0.003935295441522524,0.003935295441522524
CPI,20,-0.003919213492915746,0.003919213492915746
BI_rate,65,0.0038902055595049817,0.0038902055595049817
VIX,28,-0.0038705077997717428,0.0038705077997717428
VIX,32,-0.0038502162649245975,0.0038502162649245975
BI_rate,50,-0.0038268955649638026,0.0038268955649638026
GOLD,83,-0.00379039000319161,0.00379039000319161
GOLD,23,0.00376436426817524,0.00376436426817524
GOLD,14,-0.003718666186530285,0.003718666186530285
OIL,59,0.003628981148986012,0.003628981148986012
CPI,36,0.003612079209361185,0.003612079209361185
CPI,37,0.0035553854085768467,0.0035553854085768467
OIL,8,0.003540354557059902,0.003540354557059902
GOLD,7,0.003476514621467428,0.003476514621467428
CPI,79,-0.003467022467892052,0.003467022467892052
IHSG,74,-0.0034547835945285973,0.0034547835945285973
GOLD,59,0.0033816268016576305,0.0033816268016576305
OIL,60,-0.0033571131794920767,0.0033571131794920767
GOLD,77,0.003282859293714202,0.003282859293714202
OIL,65,0.0032139849792111284,0.0032139849792111284
VIX,20,0.003180523194550524,0.003180523194550524
GOLD,89,0.0031177312678357587,0.0031177312678357587
SP500,28,-0.003060506270021754,0.003060506270021754
CPI,29,0.0030485258999961274,0.0030485258999961274
OIL,80,-0.003032994596423259,0.003032994596423259
GOLD,21,0.0030294476837642954,0.0030294476837642954
BI_rate,47,-0.002926960864475448,0.002926960864475448
OIL,68,0.0028604378885742957,0.0028604378885742957
VIX,66,0.0028506656800630628,0.0028506656800630628
VIX,67,0.0028292427862018884,0.0028292427862018884
OIL,19,0.0026980263394827102,0.0026980263394827102
BI_rate,37,0.0026828906943111453,0.0026828906943111453
BI_rate,14,-0.0026445983438077763,0.0026445983438077763
VIX,44,-0.00262272433338856,0.00262272433338856
OIL,45,0.0023987808695698164,0.0023987808695698164
VIX,16,0.0023836022553733356,0.0023836022553733356
BI_rate,24,0.0023648881644194298,0.0023648881644194298
BI_rate,89,-0.0023635766483529447,0.0023635766483529447
BI_rate,60,0.0023553212607742473,0.0023553212607742473
US_rate,38,0.002256729203381481,0.002256729203381481
GOLD,28,-0.0022415398488139144,0.0022415398488139144
CPI,4,-0.0022356547991403534,0.0022356547991403534
US_rate,22,-0.002217384865191225,0.002217384865191225
CPI,70,0.0022158928892709686,0.0022158928892709686
IHSG,62,0.002204034071616313,0.002204034071616313
IHSG,49,0.002171259060993723,0.002171259060993723
VIX,85,0.00216289092674738,0.00216289092674738
GOLD,6,-0.00203754641264499,0.00203754641264499
IHSG,61,-0.0019820365617032125,0.0019820365617032125
CPI,75,0.001981737605237254,0.001981737605237254
OIL,9,0.0019220637913836946,0.0019220637913836946
IHSG,21,0.0018867599416903295,0.0018867599416903295
BI_rate,63,-0.0018845765061896252,0.0018845765061896252
BI_rate,2,-0.0018845513773577465,0.0018845513773577465
IHSG,73,0.001790533267065572,0.001790533267065572
CPI,85,0.0017842031827009445,0.0017842031827009445
IHSG,88,0.0017808776077698609,0.0017808776077698609
OIL,74,0.001744284291688214,0.001744284291688214
VIX,42,-0.001742190490274741,0.001742190490274741
BI_rate,1,-0.0017261784593097284,0.0017261784593097284
SP500,71,0.0016927522310640015,0.0016927522310640015
IHSG,79,-0.0016738231687509514,0.0016738231687509514
CPI,25,-0.001660150893700752,0.001660150893700752
IHSG,46,-0.0016416780738850775,0.0016416780738850775
IHSG,69,0.0015727265406591062,0.0015727265406591062
OIL,3,-0.0015195535079550178,0.0015195535079550178
CPI,67,0.0015044876724208964,0.0015044876724208964
US_rate,3,0.0014848854977939786,0.0014848854977939786
GOLD,71,-0.0014038642280682814,0.0014038642280682814
SP500,10,0.0013657715553785914,0.0013657715553785914
CPI,34,-0.0012889114613747357,0.0012889114613747357
GOLD,24,-0.0012770753250755263,0.0012770753250755263
CPI,87,0.0012165260285888547,0.0012165260285888547
BI_rate,8,0.0012064221002952044,0.0012064221002952044
BI_rate,29,-0.0011451992104661976,0.0011451992104661976
CPI,23,0.0011333796328312127,0.0011333796328312127
CPI,74,-0.0011130668055614678,0.0011130668055614678
BI_rate,64,0.0010459286849510317,0.0010459286849510317
VIX,80,-0.001027715110067403,0.001027715110067403
IHSG,64,0.000984262357030713,0.000984262357030713
GOLD,73,0.0009819060511077667,0.0009819060511077667
CPI,22,0.0009291414149488389,0.0009291414149488389
SP500,67,-0.0009163877911219657,0.0009163877911219657
GOLD,90,-0.0009079182914140805,0.0009079182914140805
US_rate,59,-0.0008962522703660001,0.0008962522703660001
CPI,21,0.0008505883521722191,0.0008505883521722191
US_rate,78,0.000829872493436607,0.000829872493436607
GOLD,69,0.0008223143239240017,0.0008223143239240017
OIL,41,0.0007896837164990319,0.0007896837164990319
US_rate,17,-0.0007780785070851318,0.0007780785070851318
BI_rate,54,0.0007583057749916914,0.0007583057749916914
CPI,50,-0.0007008499367474745,0.0007008499367474745
OIL,49,-0.0006178854388915649,0.0006178854388915649
CPI,26,-0.0005487305311873338,0.0005487305311873338
SP500,26,-0.0005229427167427236,0.0005229427167427236
CPI,15,-0.0005168794159039723,0.0005168794159039723
US_rate,27,-0.0005108548893588367,0.0005108548893588367
CPI,14,-0.0004698633166505668,0.0004698633166505668
OIL,84,-0.00044511099094833036,0.00044511099094833036
BI_rate,6,0.00043836850314331034,0.00043836850314331034
OIL,81,0.00041119029190390255,0.00041119029190390255
SP500,2,-0.00036933123773142724,0.00036933123773142724
US_rate,4,-0.00024267878233855036,0.00024267878233855036
BI_rate,39,0.00015019425714153387,0.00015019425714153387
OIL,57,0.00014507245157196772,0.00014507245157196772
CPI,6,7.799453408401665e-05,7.799453408401665e-05
