Date,pred,actual
2023-12-14,14347.73325621267,15275.0
2023-12-15,14305.544358593828,15468.0
2023-12-18,14266.991586902692,15282.7998046875
2023-12-19,14251.219907177096,15454.400390625
2023-12-20,14266.47885838796,15455.0
2023-12-21,14268.531562883572,15518.0
2023-12-22,14292.55882033958,15440.0
2023-12-25,14284.222686929186,15409.2001953125
2023-12-26,14276.960788827599,15460.0
2023-12-27,14270.822226964674,15400.0
2023-12-28,14268.448371059589,15373.0
2023-12-29,14219.1172470561,15425.0
2024-01-01,14192.076576009902,15383.099609375
2024-01-02,14185.735508795236,15383.0
2024-01-03,14202.070501039794,15498.0
2024-01-04,14198.806553440634,15555.0
2024-01-05,14205.436749667324,15511.0
2024-01-08,14211.880561086577,15477.5
2024-01-09,14235.41094422067,15495.5
2024-01-10,14247.441906695141,15534.5
2024-01-11,14240.197550719911,15555.0
2024-01-12,14235.330339556747,15556.5
2024-01-15,14237.598806193344,15503.2001953125
2024-01-16,14241.340249876148,15546.0
2024-01-17,14248.079706401635,15625.0
2024-01-18,14262.362422831926,15624.0
2024-01-19,14221.775318728602,15613.099609375
2024-01-22,14193.66937946576,15601.0
2024-01-23,14149.009419226404,15655.5
2024-01-24,14125.369965474862,15715.0
2024-01-25,14121.630902704375,15714.5
2024-01-26,14143.195366731252,15808.0
2024-01-29,14142.322179916355,15767.599609375
2024-01-30,14146.697469987917,15828.0
2024-01-31,14163.423213857477,15785.0
2024-02-01,14168.076257286843,15769.0
2024-02-02,14159.400320629893,15726.0
2024-02-05,14165.557598432131,15727.2001953125
2024-02-06,14152.131937274364,15711.5
2024-02-07,14140.555283292379,15733.0
2024-02-08,14134.714014657478,15647.0
2024-02-09,14115.006307809394,15660.2998046875
2024-02-12,14116.915202935268,15598.0
2024-02-13,14129.770134695014,15579.5
2024-02-14,14148.389880088549,15661.5
2024-02-15,14145.104491937484,15553.099609375
2024-02-16,14146.705940652091,15672.0
2024-02-19,14156.466727078518,15628.599609375
2024-02-20,14149.167066408349,15634.0
2024-02-21,14145.295821283811,15661.0
2024-02-22,14143.00532750014,15642.0
2024-02-23,14142.019154443073,15588.0
2024-02-26,14146.143587871142,15586.099609375
2024-02-27,14150.93880054065,15638.5
2024-02-28,14156.631566554295,15653.0
2024-02-29,14144.617261295398,15712.2001953125
2024-03-01,14085.704893842669,15704.0
2024-03-04,14083.79730210832,15691.900390625
2024-03-05,14098.930334644221,15766.0
2024-03-06,14082.915479158804,15751.5
2024-03-07,14042.875311858521,15668.0
2024-03-08,14039.416907179937,15621.0
2024-03-11,14025.224586118338,15536.2998046875
2024-03-12,13964.060262987654,15518.0
2024-03-13,13967.716308391786,15546.0
2024-03-14,14004.207203758464,15574.0
2024-03-15,14029.571176869229,15630.0
2024-03-18,14036.238485290653,15639.2998046875
2024-03-19,14034.213651022417,15743.0
2024-03-20,13998.62159415361,15718.0
2024-03-21,13960.503269559791,15687.0
2024-03-22,13941.080062051453,15723.5
2024-03-25,13963.749321379808,15802.599609375
2024-03-26,13979.915615296666,15784.0
2024-03-27,13985.014845408898,15828.0
2024-03-28,13977.859646314726,15877.0
2024-03-29,13974.4928329105,15877.0
2024-04-01,13972.347229951007,15848.0
2024-04-02,13986.297889116366,15945.7998046875
2024-04-03,13976.246443654318,15955.0
2024-04-04,14000.912411528734,15936.0
2024-04-05,13994.843369041617,15904.5
2024-04-08,13975.836604251377,15881.0
2024-04-09,13963.81275312631,15918.0
2024-04-10,13965.903334864955,15892.2998046875
2024-04-11,13956.813256641639,15998.2001953125
2024-04-12,13970.248618749352,16007.0
2024-04-15,13987.141697675832,16111.0
2024-04-16,13987.870204995514,16075.0
2024-04-17,14015.767929348396,16312.2001953125
2024-04-18,14014.913193898235,16246.0
2024-04-19,14025.509818772398,16220.0
2024-04-22,14064.148829603837,16210.2998046875
2024-04-23,14066.329390200504,16246.0
