feature,train_mean,test_mean,mean_shift_sigma,train_std,wasserstein,test_gt_2sigma_pct
OIL,71.42003146384769,73.71401026806672,0.10264671160623287,22.348293172985866,11.149640433015717,0.0
GOLD,1464.1119208883872,2978.1821270234173,5.83996884787953,259.25997990293786,1514.0702061350303,84.83290488431876
SP500,2452.2635964273113,5706.383042205575,3.207893902016909,1014.4099353573669,3254.119445778264,88.30334190231362
IHSG,5195.937320070174,7308.663612503013,1.8692140397867725,1130.2752105766574,2112.7262924328384,29.30591259640103
VIX,18.80392939461018,17.104190262546883,-0.21522012865248225,7.8976773348550475,2.284125886756755,0.7712082262210797
CPI,4.226740239595295,2.187253331951969,-1.3225294969640338,1.5421107146004094,2.039486907643326,33.16195372750643
BI_rate,5.636006289308176,5.611825192802057,-0.01831928706258251,1.3199802166706287,0.6811720175024729,0.0
US_rate,0.7623098913664951,4.653251928020565,3.5471310739769653,1.096926489466213,3.8909420366540703,100.0
