model,rmse,mae,mape
LGBM_Diff_AR_only,299.24878948523684,238.1924452840155,1.480310798060135
LGBM_Diff_AR_exog_diff,1879.908739116474,1360.375254232302,8.192568245968069
LGBM_Diff_AR_exog_both,7905.711057678502,6350.329463895501,38.561248437778985
