Model,Category,Scenario,RMSE,MAPE (%),MAE,R²,SMAPE (%),Fit Time (s)
Ridge,ML,80/20 Split,453.6685675563517,3.4993721692300874,88.21697729564032,0.2528611263092265,1.2196604766935553,0.0
